Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24030750010106RH6,5.65,19.65,5.63,19.74,5.32,22.41,8.41,5.32,5.46,22.39,8.42,5.3,5.45,10002.5,49.62,10003.75,49.52,31583.1,55.59,31583.1,49.47,PASS,7/18/2024 7:45:13 AM
ZJ24030750010105RH6,5.64,19.68,5.64,19.77,5.32,22.43,8.42,5.31,5.44,22.4,8.42,5.3,5.43,10003.75,49.61,10003.75,49.64,31558.19,55.54,31558.19,49.27,PASS,7/18/2024 7:45:56 AM
ZJ24030750010120RH6,5.66,19.69,5.66,19.8,5.33,22.43,8.42,5.31,5.44,22.39,8.42,5.32,5.43,10003.75,49.64,10003.75,49.63,31583.1,55.59,31583.1,0.36,FAIL,7/18/2024 11:42:02 AM
ZJ24030750010120RH6,5.67,19.69,5.66,19.81,5.32,22.42,8.42,5.31,5.44,22.39,8.42,5.33,5.43,10003.75,49.67,10007.51,49.64,31583.1,55.55,31570.64,49.72,PASS,7/18/2024 11:42:30 AM
ZJ24030750010127RH6,5.65,19.71,5.62,19.79,5.32,22.43,8.41,5.32,5.45,22.39,8.42,5.32,5.44,10001.25,49.61,10005,49.65,31708.28,55.57,31708.28,49.9,PASS,7/18/2024 11:44:13 AM
ZJ24030750010150RH6,5.65,19.7,5.63,19.74,5.35,22.42,8.4,5.31,5.41,22.39,8.42,5.31,5.43,10003.75,49.64,10003.75,49.57,31683.17,55.56,31683.17,0.36,FAIL,7/18/2024 11:44:34 AM
ZJ24030750010150RH6,5.65,19.71,5.62,19.75,5.35,22.43,8.4,5.31,5.41,22.39,8.43,5.31,5.43,10001.25,49.63,10003.75,49.59,31683.17,55.6,31683.17,0.36,FAIL,7/18/2024 11:44:54 AM
ZJ24030750010294RH6,5.66,19.7,5.64,19.78,5.33,22.43,8.41,5.31,5.46,22.39,8.42,5.32,5.44,10002.5,49.62,10005,49.64,31746.03,55.95,31746.03,50.32,FAIL,7/18/2024 11:45:24 AM
ZJ24030750010294RH6,5.67,19.69,5.64,19.78,5.33,22.42,8.41,5.32,5.46,22.39,8.42,5.32,5.45,10005,49.66,10003.75,49.62,31746.03,55.56,31733.44,50.81,FAIL,7/18/2024 11:46:04 AM
ZJ24030750010145RH6,5.68,19.69,5.62,19.78,5.32,22.43,8.4,5.31,5.43,22.39,8.43,5.32,5.42,10003.75,49.64,10000,49.61,31746.03,55.6,31746.03,50.36,FAIL,7/18/2024 11:46:28 AM
ZJ24030750010145RH6,5.68,19.69,5.62,19.79,5.33,22.43,8.41,5.31,5.43,22.4,8.44,5.32,5.43,9998.75,49.59,9998.75,49.62,31720.86,55.95,31720.86,50.04,FAIL,7/18/2024 11:46:52 AM
ZJ24030750010150RH6,5.65,19.7,5.62,19.75,5.36,22.43,8.41,5.31,5.41,22.39,8.42,5.31,5.45,10005,49.64,10003.75,49.62,31695.72,55.63,31695.72,0.48,FAIL,7/18/2024 11:47:14 AM
