Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24010900010266RH6,5.64,19.69,5.62,19.77,5.32,22.44,8.41,5.31,5.45,22.4,8.41,5.31,5.42,10005,49.64,10003.75,49.59,31458.91,55.56,31458.91,49.43,PASS,6/29/2024 11:05:19 AM
ZJ24010900010570RH6,5.66,19.71,5.62,19.78,5.32,22.45,8.42,5.31,5.44,22.41,8.42,5.31,5.42,10001.25,49.59,10003.75,49.63,31570.64,55.56,31570.64,50,PASS,6/29/2024 11:06:05 AM
ZJ24010900010571RH6,5.64,19.69,5.63,19.77,5.32,22.44,8.41,5.31,5.43,22.4,8.42,5.31,5.42,10002.5,49.6,10003.75,49.64,31545.74,55.6,31533.31,48.56,PASS,6/29/2024 11:06:47 AM
ZJ24010900010525RH6,5.64,19.72,5.63,19.74,5.32,22.44,8.41,5.31,5.42,22.41,8.43,5.29,5.42,10002.5,49.6,10006.25,49.62,31608.06,55.59,31608.06,50.73,PASS,6/29/2024 11:07:28 AM
ZJ24010900010526RH6,5.65,19.68,5.63,19.76,5.32,22.45,8.41,5.3,5.45,22.41,8.42,5.31,5.43,10005,49.64,10002.5,49.57,31533.31,55.58,31533.31,49.07,PASS,6/29/2024 11:07:51 AM
ZJ24010900010564RH6,5.65,19.66,5.64,19.77,5.33,22.42,8.42,5.3,5.44,22.39,8.43,5.31,5.41,10002.5,49.59,10002.5,49.61,31583.1,55.59,31583.1,48.68,PASS,6/29/2024 11:08:22 AM
ZJ24010900010527RH6,5.65,19.7,5.62,19.76,5.29,22.44,8.4,5.29,5.43,22.41,8.42,5.3,5.42,10003.75,49.62,10005,49.61,31545.74,55.56,31545.74,49.33,PASS,6/29/2024 11:08:49 AM
ZJ24010900010565RH6,5.65,19.71,5.63,19.79,5.32,22.44,8.4,5.3,5.43,22.41,8.42,5.31,5.43,10003.75,49.62,10006.25,49.62,31620.55,55.53,31620.55,49.8,PASS,6/29/2024 11:09:44 AM
ZJ24010900010566RH6,5.64,19.65,5.62,19.75,5.31,22.45,8.42,5.31,5.44,22.4,8.42,5.31,5.43,10003.75,49.61,10003.75,49.54,31533.31,55.62,31533.31,50.45,PASS,6/29/2024 11:10:27 AM
ZJ24010900010329RH6,5.65,19.7,5.63,19.77,5.33,22.45,8.4,5.3,5.44,22.41,8.42,5.3,5.43,10002.5,49.62,10005,49.64,31558.19,55.58,31558.19,50.41,PASS,6/29/2024 11:11:00 AM
ZJ24010900010572RH6,5.64,19.73,5.63,19.75,5.32,22.45,8.4,5.31,5.43,22.39,8.42,5.31,5.42,10001.25,49.57,10001.25,49.59,31508.47,55.57,31508.47,50.02,PASS,6/29/2024 11:11:30 AM
ZJ24010900010577RH6,5.64,19.67,5.61,19.77,5.33,22.44,8.41,5.31,5.44,22.4,8.42,5.31,5.42,10001.25,49.58,10003.75,49.62,31496.06,55.59,31496.06,49.57,PASS,6/29/2024 11:11:59 AM
ZJ24010900010315RH6,5.64,19.73,5.62,19.79,5.3,22.44,8.41,5.31,5.46,22.4,8.43,5.32,5.44,10003.75,49.62,10006.25,49.57,31558.19,55.58,31558.19,50.41,PASS,6/29/2024 11:12:28 AM
ZJ24010900010314RH6,5.65,19.73,5.63,19.79,5.32,22.44,8.41,5.31,5.42,22.41,8.42,5.32,5.43,10002.5,49.6,10003.75,49.66,31620.55,55.57,31620.55,49.13,PASS,6/29/2024 11:12:55 AM
ZJ24010900010274RH6,5.65,19.69,5.62,19.77,5.32,22.44,8.43,5.3,5.43,22.41,8.43,5.32,5.43,10001.25,49.61,10003.75,49.61,31570.64,55.56,31570.64,50,PASS,6/29/2024 11:13:28 AM
ZJ24010900010533RH6,0.45,19.74,5.63,0.57,5.33,22.46,8.39,5.31,5.44,22.43,8.42,5.31,5.42,10003.75,49.66,10003.75,49.67,31483.67,55.96,31483.67,49.43,FAIL,6/29/2024 11:14:12 AM
ZJ24010900010533RH6,0.46,19.75,5.63,0.57,5.33,22.47,8.39,5.31,5.44,22.44,8.42,5.31,5.42,10003.75,49.64,10005,48.31,31496.06,55.94,31483.67,49.86,FAIL,6/29/2024 11:14:31 AM
ZJ24010900010313RH6,5.63,19.67,5.62,19.79,5.33,22.44,8.41,5.29,5.45,22.41,8.42,5.32,5.43,10005,49.64,10003.75,49.66,31483.67,55.61,31483.67,49.35,PASS,6/29/2024 11:15:13 AM
ZJ24010900010556RH6,5.66,20.01,5.63,19.77,5.33,22.42,8.4,5.3,5.43,22.4,8.42,5.31,5.42,10003.75,49.61,10003.75,49.66,31583.1,55.59,31583.1,49.74,PASS,6/29/2024 11:15:44 AM
ZJ24010900010532RH6,5.66,19.67,5.63,19.81,5.32,22.45,8.41,5.31,5.43,22.41,8.43,5.31,5.43,10002.5,49.62,10000,49.62,31496.06,55.55,31496.06,50.87,PASS,6/29/2024 11:16:10 AM
ZJ24010900010531RH6,5.64,19.7,5.62,19.74,5.33,22.44,8.4,5.3,5.44,22.42,8.42,5.31,5.42,10005,49.62,10002.5,49.61,31595.58,55.57,31595.58,49.57,PASS,6/29/2024 11:16:43 AM
ZJ24010900010557RH6,5.65,19.69,5.62,19.79,5.31,22.45,8.41,5.3,5.44,22.41,8.43,5.31,5.44,10000,49.59,10001.25,49.61,31633.06,55.6,31633.06,48.48,PASS,6/29/2024 11:17:09 AM
ZJ24010900010553RH6,5.65,19.66,5.63,19.79,5.31,22.44,8.41,5.3,5.45,22.4,8.42,5.31,5.4,10001.25,49.66,10003.75,49.61,31583.1,55.59,31583.1,48.95,PASS,6/29/2024 11:17:38 AM
ZJ24040200010100RH6,5.64,19.98,5.65,19.79,5.31,22.45,8.42,5.3,5.44,22.41,8.42,5.32,5.43,10003.75,49.48,10002.5,49.46,31397.17,55.57,31397.17,50.24,PASS,6/29/2024 11:18:12 AM
ZJ24010900010271RH6,0.45,19.7,5.63,0.57,5.33,22.44,8.4,5.3,5.45,22.41,8.42,5.31,5.43,10002.5,49.62,10001.25,49.64,31545.74,55.6,31545.74,50.35,FAIL,6/29/2024 11:18:43 AM
ZJ24010900010271RH6,0.46,19.71,5.64,0.57,5.33,22.45,8.4,5.3,5.43,22.41,8.42,5.3,5.42,10002.5,49.65,10002.5,49.65,31545.74,55.6,31545.74,50.43,FAIL,6/29/2024 11:19:13 AM
ZJ24010900010272RH6,5.64,19.69,5.63,19.75,5.32,22.44,8.41,5.3,5.44,22.4,8.42,5.31,5.42,10003.75,49.63,10002.5,49.57,31570.64,55.6,31570.64,49.64,PASS,6/29/2024 11:19:40 AM
ZJ24010900010273RH6,5.64,19.76,5.63,19.75,5.32,22.46,8.39,5.3,5.44,22.42,8.42,5.31,5.44,10001.25,49.59,10003.75,49.63,31558.19,55.58,31558.19,51.12,PASS,6/29/2024 11:20:06 AM
ZJ24010900010555RH6,5.65,19.68,5.62,19.74,5.32,22.44,8.43,5.31,5.45,22.41,8.43,5.31,5.42,10005,49.65,10003.75,49.62,31608.06,55.59,31608.06,49.27,PASS,6/29/2024 11:20:53 AM
ZJ24010900010554RH6,5.65,0.57,0.46,19.78,5.36,22.45,8.41,5.3,5.43,22.41,8.43,5.3,5.43,5909.29,105.52,10005,49.56,31595.58,55.61,31595.58,49.84,FAIL,6/29/2024 11:21:45 AM
ZJ24010900010554RH6,5.65,19.7,5.63,19.77,5.36,22.44,8.41,5.31,5.43,22.41,8.43,5.31,5.43,10005,49.66,10003.75,49.52,31583.1,55.59,31583.1,48.36,PASS,6/29/2024 11:22:04 AM
ZJ24010900010275RH6,5.69,20.02,5.63,19.8,5.29,22.45,8.4,5.31,5.44,22.41,8.42,5.31,5.43,10003.75,49.64,10002.5,49.64,31570.64,55.6,31558.19,50.14,PASS,6/29/2024 11:22:20 AM
ZJ24010900010552RH6,5.66,19.72,5.63,19.77,5.3,22.44,8.4,5.31,5.44,22.41,8.42,5.3,5.42,10002.5,49.59,10000,49.6,31595.58,55.57,31595.58,50.32,PASS,6/29/2024 11:22:50 AM
ZJ24010900010337RH6,5.65,19.68,5.61,19.78,5.33,22.45,8.4,5.3,5.43,22.41,8.42,5.31,5.42,10003.75,49.66,10005,49.59,31520.88,55.99,31520.88,49.57,PASS,6/29/2024 11:24:10 AM
ZJ24010900010337RH6,5.65,19.68,5.61,19.78,5.33,22.45,8.41,5.3,5.42,22.41,8.43,5.31,5.43,10003.75,49.66,10005,49.6,31520.88,55.95,31508.47,50.3,PASS,6/29/2024 11:25:06 AM
ZJ24010900010141RH6,5.66,19.74,5.63,19.78,5.3,22.44,8.4,5.31,5.44,22.41,8.42,5.31,5.43,10006.25,49.62,10002.5,49.6,31558.19,55.62,31558.19,51.12,PASS,6/29/2024 11:25:36 AM
ZJ24010900010232RH6,5.64,19.7,5.62,19.77,5.33,22.44,8.4,5.3,5.45,22.42,8.42,5.3,5.41,10002.5,49.59,10003.75,49.58,31434.18,55.6,31434.18,49.74,PASS,6/29/2024 11:26:10 AM
ZJ24010900010234RH6,5.64,19.65,5.61,19.77,5.32,22.45,8.41,5.3,5.44,22.41,8.41,5.31,5.42,10006.25,49.59,10005,49.62,31570.64,55.56,31570.64,49.61,PASS,6/29/2024 11:26:41 AM
ZJ24010900010233RH6,5.65,19.69,5.62,19.75,5.33,22.45,8.41,5.31,5.43,22.4,8.42,5.3,5.44,10003.75,49.61,10003.75,49.64,31508.47,55.57,31520.88,49.09,PASS,6/29/2024 11:27:10 AM
ZJ24010900010132RH6,5.66,19.73,5.63,19.77,5.31,22.44,8.4,5.31,5.43,22.41,8.43,5.31,5.44,10002.5,49.64,10001.25,49.56,31583.1,55.63,31583.1,49.47,PASS,6/29/2024 11:28:08 AM
ZJ24010900010130RH6,5.64,19.69,5.62,19.77,5.32,22.44,8.4,5.31,5.42,22.4,8.42,5.3,5.41,10003.75,49.64,10002.5,49.62,31533.31,55.58,31533.31,51.01,PASS,6/29/2024 11:28:35 AM
ZJ24010900010122RH6,5.65,19.68,5.62,19.74,5.31,22.45,8.41,5.3,5.47,22.39,8.42,5.3,5.43,10002.5,49.65,10002.5,49.65,31570.64,55.56,31570.64,48.66,PASS,6/29/2024 11:28:58 AM
ZJ24010900010140RH6,5.64,19.73,5.62,19.79,5.31,22.45,8.39,5.29,5.42,22.42,8.41,5.31,5.43,10006.25,49.68,10003.75,49.57,31545.74,55.99,31545.74,48.19,PASS,6/29/2024 11:29:26 AM
ZJ24010900010121RH6,5.63,19.71,5.63,19.76,5.31,22.44,8.4,5.3,5.44,22.41,8.42,5.3,5.42,10005,49.69,10005,49.51,31620.55,55.57,31620.55,49.64,PASS,6/29/2024 11:29:49 AM
ZJ24010900010016RH6,5.64,19.7,5.62,19.76,5.32,22.43,8.41,5.32,5.44,22.4,8.42,5.31,5.42,10003.75,49.62,10001.25,49.59,31545.74,55.6,31545.74,50.83,PASS,6/29/2024 11:30:20 AM
ZJ24010900010123RH6,5.66,19.7,5.62,19.76,5.33,22.43,8.42,5.31,5.44,22.4,8.42,5.3,5.44,10005,49.64,10005,49.57,31558.19,55.58,31558.19,50.93,PASS,6/29/2024 12:00:47 PM
ZJ24010900010568RH6,5.64,19.68,5.6,19.78,5.33,22.45,8.41,5.31,5.45,22.42,8.41,5.31,5.43,10002.5,49.59,10002.5,49.62,31595.58,55.57,31595.58,50.24,PASS,6/29/2024 12:01:19 PM
ZJ24010900010017RH6,5.65,19.68,5.63,19.74,5.32,22.45,8.41,5.29,5.45,22.41,8.41,5.3,5.42,10002.5,49.6,10006.25,49.64,31545.74,55.56,31545.74,49.05,PASS,6/29/2024 12:02:41 PM
ZJ24010900010567RH6,5.65,19.65,5.63,19.76,5.31,22.43,8.4,5.29,5.45,22.4,8.42,5.29,5.43,10003.75,49.67,10002.5,49.59,31570.64,55.6,31570.64,50.24,PASS,6/29/2024 12:03:21 PM
ZJ24010900010338RH6,5.65,19.71,5.63,19.75,5.32,22.44,8.4,5.31,5.43,22.41,8.42,5.3,5.41,10003.75,49.64,10003.75,49.62,31595.58,55.57,31595.58,50.39,PASS,6/29/2024 12:04:12 PM
ZJ24010900010569RH6,5.64,19.74,5.62,19.78,5.29,22.45,8.39,5.32,5.43,22.41,8.43,5.3,5.44,10003.75,49.64,10005,49.64,31583.1,55.59,31583.1,48.95,PASS,6/29/2024 12:04:57 PM
ZJ24010900010339RH6,5.65,19.7,5.62,19.77,5.32,22.44,8.4,5.3,5.43,22.41,8.42,5.31,5.42,10003.75,49.64,10001.25,49.56,31533.31,55.58,31533.31,50.02,PASS,6/29/2024 12:05:24 PM
ZJ24010900010018RH6,5.64,19.69,5.62,19.76,5.32,22.45,8.39,5.29,5.43,22.43,8.43,5.31,5.43,10001.25,49.61,10005,49.61,31458.91,56,31446.54,50.79,PASS,6/29/2024 12:06:06 PM
ZJ24010900010127RH6,5.64,19.66,5.61,19.79,5.31,22.43,8.41,5.3,5.45,22.41,8.42,5.31,5.42,10003.75,49.63,10005,49.56,31520.88,55.59,31520.88,50.63,PASS,6/29/2024 12:06:43 PM
ZJ24010900010534RH6,5.64,19.7,5.63,19.77,5.3,22.44,8.4,5.31,5.43,22.41,8.42,5.31,5.41,10003.75,49.63,10001.25,49.63,31583.1,55.59,31583.1,49.55,PASS,6/29/2024 12:07:11 PM
ZJ24010900010229RH6,5.65,19.69,5.62,19.82,5.31,22.45,8.42,5.31,5.43,22.41,8.42,5.32,5.43,10002.5,49.6,10006.25,49.58,31496.06,55.59,31496.06,48.98,PASS,6/29/2024 12:07:44 PM
ZJ24010900010535RH6,5.63,19.69,5.63,19.72,5.33,22.44,8.4,5.3,5.44,22.42,8.42,5.29,5.42,10002.5,49.62,10005,49.6,31583.1,55.59,31583.1,48.28,PASS,6/29/2024 12:08:15 PM
ZJ24010900010231RH6,5.65,19.71,5.62,19.82,5.32,22.45,8.41,5.31,5.44,22.41,8.42,5.32,5.42,10002.5,49.62,10002.5,49.62,31595.58,55.57,31583.1,49.74,PASS,6/29/2024 12:08:53 PM
ZJ24010900010536RH6,5.63,0.56,0.45,19.73,5.31,22.45,8.41,5.3,5.42,22.4,8.43,5.3,5.43,16824.4,166.2,10005,49.6,31533.31,55.58,31533.31,49.94,FAIL,6/29/2024 12:09:21 PM
ZJ24010900010536RH6,5.64,19.7,5.62,19.73,5.31,22.45,8.42,5.32,5.43,22.4,8.43,5.3,5.43,10006.25,49.67,10003.75,49.61,31520.88,55.56,31520.88,49.13,PASS,6/29/2024 12:09:48 PM
ZJ24010900010230RH6,5.65,19.7,5.62,19.77,5.3,22.44,8.4,5.3,5.43,22.39,8.42,5.31,5.43,10002.5,49.64,10005,49.57,31508.47,55.57,31508.47,49.86,PASS,6/29/2024 12:10:11 PM
ZJ24010900010055RH6,5.66,19.71,5.62,19.82,5.32,22.45,8.42,5.32,5.44,22.41,8.42,5.32,5.43,10002.5,49.62,10001.25,49.57,31558.19,55.58,31558.19,49.55,PASS,6/29/2024 12:10:37 PM
ZJ24010900010056RH6,5.65,19.7,5.63,19.75,5.33,22.45,8.41,5.29,5.45,22.39,8.43,5.3,5.43,10005,49.65,10003.75,49.59,31595.58,55.57,31583.1,50.41,PASS,6/29/2024 12:11:08 PM
ZJ24010900010218RH6,5.64,19.69,5.63,19.74,5.33,22.44,8.4,5.3,5.44,22.41,8.42,5.3,5.43,10003.75,49.64,10002.5,49.61,31483.67,55.57,31496.06,48.11,PASS,6/29/2024 12:11:32 PM
ZJ24010900010145RH6,5.65,19.71,5.63,19.79,5.32,22.45,8.41,5.31,5.42,22.4,8.43,5.31,5.41,10002.5,49.65,10005,49.6,31595.58,55.57,31595.58,50.63,PASS,6/29/2024 12:12:02 PM
ZJ24010900010128RH6,5.64,19.72,5.62,19.74,5.33,22.44,8.4,5.31,5.44,22.42,8.43,5.32,5.43,10001.25,49.59,10002.5,49.59,31545.74,55.6,31545.74,50.83,PASS,6/29/2024 12:12:34 PM
ZJ24010900010147RH6,5.65,19.7,5.62,19.76,5.33,22.44,8.4,5.3,5.46,22.41,8.42,5.3,5.41,10002.5,49.66,10005,49.62,31595.58,55.57,31595.58,50.59,PASS,6/29/2024 12:12:59 PM
ZJ24010900010139RH6,5.65,19.71,5.63,19.74,5.31,22.44,8.4,5.31,5.42,22.4,8.42,5.3,5.43,10003.75,49.62,10001.25,49.57,31533.31,55.62,31533.31,50.34,PASS,6/29/2024 12:13:30 PM
ZJ24010900010217RH6,5.65,19.69,5.62,19.79,5.33,22.45,8.41,5.31,5.43,22.4,8.42,5.31,5.4,10003.75,49.67,10003.75,49.63,31533.31,55.58,31533.31,49.55,PASS,6/29/2024 12:14:05 PM
ZJ24010900010146RH6,5.65,19.71,5.61,19.78,5.31,22.45,8.42,5.32,5.45,22.41,8.43,5.31,5.42,10003.75,49.62,10003.75,49.59,31595.58,55.57,31595.58,49.84,PASS,6/29/2024 12:14:35 PM
ZJ24010900010219RH6,5.65,19.7,5.62,19.8,5.31,22.45,8.41,5.3,5.46,22.41,8.42,5.32,5.42,10001.25,49.63,10002.5,49.57,31583.1,55.59,31583.1,50.3,PASS,6/29/2024 12:15:02 PM
ZJ24010900010129RH6,5.67,20.11,5.63,19.77,5.33,22.42,8.4,5.29,5.46,22.41,8.42,5.3,5.43,10003.75,49.62,10002.5,49.64,31533.31,55.58,31533.31,49.55,PASS,6/29/2024 12:15:35 PM
ZJ24010900010025RH6,5.65,19.7,5.62,19.79,5.32,22.45,8.41,5.3,5.43,22.41,8.43,5.31,5.43,10001.25,49.62,10001.25,49.61,31520.88,55.59,31520.88,49.05,PASS,6/29/2024 12:16:01 PM
ZJ24010900010530RH6,5.65,0.57,0.46,19.77,5.31,22.45,8.41,5.31,5.43,22.41,8.43,5.32,5.45,11383.04,106.92,10003.75,49.58,31533.31,55.62,31533.31,49.39,FAIL,6/29/2024 12:16:33 PM
ZJ24010900010530RH6,5.65,19.69,5.62,19.78,5.31,22.44,8.4,5.31,5.44,22.41,8.42,5.32,5.44,10001.25,49.58,10001.25,49.57,31520.88,55.59,31520.88,50.63,PASS,6/29/2024 12:16:50 PM
ZJ24010900010027RH6,5.65,19.73,5.63,19.76,5.32,22.44,8.4,5.31,5.43,22.4,8.43,5.3,5.43,10005,49.64,10000,49.58,31595.58,56,31595.58,49.57,PASS,6/29/2024 12:17:15 PM
ZJ24010900010026RH6,5.64,19.69,5.63,19.8,5.32,22.44,8.41,5.3,5.44,22.41,8.42,5.31,5.42,10003.75,49.64,10001.25,49.57,31533.31,55.97,31533.31,51.01,PASS,6/29/2024 12:17:37 PM
ZJ24010900010189RH6,5.65,19.71,5.63,19.78,5.31,22.44,8.41,5.31,5.46,22.4,8.43,5.32,5.44,10003.75,49.63,10003.75,49.57,31545.74,55.64,31545.74,47.99,PASS,6/29/2024 12:18:09 PM
ZJ24010900010187RH6,5.66,19.7,5.63,19.73,5.33,22.44,8.41,5.32,5.45,22.41,8.44,5.31,5.44,10002.5,49.57,10000,49.56,31595.58,55.61,31595.58,49.37,PASS,6/29/2024 12:18:34 PM
ZJ24010900010528RH6,5.66,19.67,5.63,19.78,5.33,22.43,8.41,5.31,5.44,22.41,8.43,5.31,5.44,10002.5,49.64,10002.5,49.62,31520.88,55.52,31520.88,50.47,PASS,6/29/2024 12:19:02 PM
ZJ24010900010529RH6,5.64,0.57,0.46,19.73,5.31,22.44,8.42,5.33,5.44,22.42,8.43,5.3,5.43,533333.33,4662.67,10002.5,49.61,31558.19,55.54,31558.19,50.41,FAIL,6/29/2024 12:19:32 PM
ZJ24010900010529RH6,5.64,19.73,5.63,19.73,5.32,22.43,8.41,5.32,5.44,22.41,8.43,5.3,5.42,10001.25,49.63,10001.25,49.59,31570.64,55.6,31570.64,51.03,PASS,6/29/2024 12:19:48 PM
ZJ24010900010193RH6,5.65,19.69,5.61,19.79,5.34,22.44,8.4,5.31,5.44,22.41,8.42,5.31,5.42,10002.5,49.61,10003.75,49.63,31583.1,55.55,31583.1,49.43,PASS,6/29/2024 12:20:15 PM
ZJ24010900010194RH6,5.66,19.65,5.62,19.81,5.32,22.44,8.41,5.31,5.45,22.39,8.42,5.32,5.43,10006.25,49.61,10006.25,49.64,31446.54,55.97,31446.54,48.55,PASS,6/29/2024 12:20:41 PM
ZJ24010900010134RH6,5.64,19.68,5.62,19.78,5.33,22.46,8.44,5.31,5.47,22.4,8.43,5.31,5.43,10006.25,49.68,10005,49.6,31570.64,55.6,31570.64,49.84,PASS,6/29/2024 12:21:10 PM
ZJ24010900010133RH6,5.64,19.73,5.63,19.76,5.35,22.44,8.4,5.31,5.45,22.4,8.42,5.3,5.42,10003.75,49.63,10000,49.61,31471.28,55.59,31471.28,49.17,PASS,6/29/2024 12:21:34 PM
ZJ24010900010195RH6,5.65,19.7,5.63,19.76,5.33,22.44,8.41,5.31,5.45,22.42,8.42,5.3,5.42,10003.75,49.62,10003.75,49.63,31583.1,55.59,31583.1,49.94,PASS,6/29/2024 12:22:09 PM
ZJ24010900010188RH6,5.65,19.69,5.62,19.78,5.33,22.43,8.4,5.31,5.44,22.41,8.42,5.31,5.43,10002.5,49.61,10003.75,49.61,31471.28,55.98,31471.28,50.2,PASS,6/29/2024 12:22:36 PM
ZJ24010900010135RH6,5.65,19.68,5.62,19.81,5.31,22.42,8.4,5.31,5.44,22.4,8.42,5.32,5.42,10003.75,49.63,10002.5,49.59,31545.74,55.6,31545.74,49.96,PASS,6/29/2024 12:23:08 PM
ZJ24010900010418RH6,5.65,19.7,5.62,19.78,5.31,22.45,8.4,5.31,5.44,22.41,8.42,5.31,5.43,10002.5,49.59,10001.25,49.62,31545.74,55.6,31545.74,50.35,PASS,6/29/2024 12:23:33 PM
ZJ24010900010419RH6,5.64,19.72,5.64,19.77,5.32,22.42,8.4,5.3,5.44,22.41,8.42,5.3,5.44,10002.5,49.61,10003.75,49.59,31570.64,55.6,31570.64,50.51,PASS,6/29/2024 12:24:02 PM
ZJ24010900010420RH6,5.65,19.65,5.62,19.8,5.3,22.44,8.43,5.31,5.48,22.41,8.42,5.32,5.42,10003.75,49.59,10005,49.59,31558.19,55.58,31558.19,49.94,PASS,6/29/2024 12:24:27 PM
ZJ24010900010533RH6,5.64,19.73,5.62,19.77,5.33,22.45,8.4,5.31,5.45,22.42,8.41,5.31,5.42,10001.25,49.66,10003.75,49.58,31483.67,56,31483.67,50.06,PASS,6/29/2024 12:24:49 PM
ZJ24010900010271RH6,5.66,19.69,5.63,19.78,5.33,22.44,8.4,5.3,5.43,22.4,8.42,5.3,5.43,10003.75,49.66,10003.75,49.66,31558.19,55.58,31545.74,48.66,PASS,6/29/2024 12:25:12 PM
