Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24030750010399RH6,5.68,19.62,5.62,19.79,5.34,22.42,8.42,5.3,5.45,22.4,8.42,5.33,5.43,10002.5,49.61,10002.5,49.64,31496.06,55.59,31496.06,48.98,PASS,7/12/2024 9:50:04 AM
ZJ24030750010403RH6,5.67,19.71,5.61,19.75,5.34,22.4,8.38,5.32,5.44,22.39,8.43,5.31,5.41,10005,49.61,10000,49.58,31670.63,55.58,31670.63,49.96,PASS,7/12/2024 9:50:23 AM
ZJ24030750010404RH6,5.65,19.73,5.66,19.78,5.35,22.43,8.42,5.32,5.45,22.39,8.42,5.31,5.42,10002.5,49.6,9998.75,49.58,31483.67,55.61,31483.67,50.45,PASS,7/12/2024 9:50:43 AM
ZJ24030750010400RH6,5.68,19.67,5.68,19.77,5.32,22.41,8.42,5.31,5.46,22.38,8.42,5.31,5.41,10002.5,49.6,10005,49.66,31496.06,56.02,31496.06,50.67,PASS,7/12/2024 9:51:03 AM
ZJ24030750010401RH6,5.63,19.67,5.63,19.74,5.34,22.43,8.41,5.32,5.46,22.39,8.42,5.32,5.42,10001.25,49.62,10005,49.61,31520.88,55.99,31520.88,48.94,PASS,7/12/2024 9:51:22 AM
ZJ24030750010406RH6,5.67,19.64,5.62,19.76,5.33,22.43,8.42,5.31,5.44,22.39,8.42,5.33,5.43,10001.25,49.61,10003.75,49.57,31570.64,55.56,31570.64,49.84,PASS,7/12/2024 9:52:04 AM
ZJ24030750010407RH6,5.64,19.64,5.63,19.75,5.33,22.42,8.41,5.3,5.45,22.39,8.42,5.32,5.43,10002.5,49.64,10003.75,49.59,31558.19,55.58,31558.19,50.61,PASS,7/12/2024 9:52:22 AM
ZJ24030750010408RH6,5.66,19.68,5.63,19.78,5.32,22.42,8.41,5.31,5.45,22.4,8.42,5.33,5.42,10002.5,49.62,10002.5,49.6,31520.88,55.99,31520.88,49.17,PASS,7/12/2024 9:52:40 AM
ZJ24030750010405RH6,5.68,19.67,5.65,19.79,5.33,22.42,8.42,5.3,5.46,22.39,8.43,5.32,5.43,10005,49.61,10005,49.65,31446.54,55.97,31446.54,50.2,PASS,7/12/2024 9:53:09 AM
ZJ24030750010411RH6,5.65,19.65,5.66,19.75,5.35,22.43,8.42,5.3,5.45,22.39,8.42,5.33,5.42,10003.75,49.63,10003.75,49.59,31570.64,55.6,31570.64,49.76,PASS,7/12/2024 9:53:37 AM
ZJ24030750010410RH6,5.64,19.7,5.62,19.75,5.32,22.43,8.4,5.31,5.44,22.4,8.41,5.31,5.42,10003.75,49.63,10000,49.54,31595.58,55.96,31595.58,49.64,PASS,7/12/2024 9:53:58 AM
ZJ24030750010409RH6,5.67,19.66,5.65,19.75,5.33,22.42,8.42,5.31,5.43,22.37,8.43,5.31,5.41,9998.75,49.58,10002.5,49.55,31520.88,55.56,31520.88,50.91,PASS,7/12/2024 9:54:13 AM
ZJ24030750010412RH6,5.68,19.67,5.66,19.78,5.33,22.43,8.42,5.31,5.45,22.4,8.43,5.31,5.42,10003.75,49.66,10001.25,49.63,31458.91,55.56,31458.91,49.63,PASS,7/12/2024 9:54:43 AM
ZJ24030750010415RH6,5.65,19.67,5.64,19.73,5.33,22.41,8.41,5.32,5.45,22.39,8.43,5.31,5.43,10002.5,49.61,10001.25,49.61,31570.64,55.56,31570.64,50.99,PASS,7/12/2024 9:55:09 AM
ZJ24030750010414RH6,5.66,19.63,5.62,19.8,5.32,22.43,8.41,5.31,5.44,22.4,8.42,5.33,5.43,10001.25,49.62,10005,49.61,31471.28,55.55,31483.67,49.67,PASS,7/12/2024 9:55:27 AM
ZJ24030750010413RH6,5.65,19.69,5.62,19.78,5.34,22.42,8.42,5.32,5.44,22.39,8.42,5.31,5.43,10003.75,49.66,10003.75,49.66,31558.19,55.98,31558.19,48.76,PASS,7/12/2024 9:55:47 AM
ZJ24030750010370RH6,5.66,19.72,5.63,19.81,5.32,22.43,8.42,5.31,5.46,22.39,8.42,5.31,5.43,10003.75,49.61,10003.75,49.61,31458.91,55.56,31458.91,49.74,PASS,7/12/2024 1:21:58 PM
ZJ24030750010378RH6,5.64,19.71,5.63,19.79,5.32,22.42,8.41,5.31,5.44,22.39,8.42,5.32,5.43,10003.75,49.64,10005,49.62,31633.06,55.56,31633.06,49.23,PASS,7/12/2024 1:22:28 PM
ZJ24030750010374RH6,5.63,19.68,5.63,19.73,5.32,22.43,8.41,5.31,5.45,22.37,8.42,5.3,5.41,10001.25,49.62,10002.5,49.64,31421.84,55.58,31421.84,49.25,PASS,7/12/2024 1:22:49 PM
ZJ24030750010375RH6,5.64,19.69,5.62,19.77,5.35,22.43,8.41,5.31,5.45,22.38,8.42,5.32,5.42,10002.5,49.59,10001.25,49.54,31496.06,55.59,31496.06,49.45,PASS,7/12/2024 1:23:08 PM
ZJ24030750010371RH6,5.68,19.68,5.61,19.74,5.32,22.44,8.41,5.31,5.43,22.4,8.43,5.32,5.42,10002.5,49.61,10002.5,49.55,31434.18,55.56,31434.18,51.28,PASS,7/12/2024 1:23:28 PM
ZJ24030750010373RH6,5.68,19.71,5.63,19.75,5.32,22.43,8.42,5.31,5.45,22.39,8.43,5.3,5.42,10002.5,49.66,10003.75,49.49,31446.54,55.94,31446.54,50.31,PASS,7/12/2024 1:23:44 PM
ZJ24030750010359RH6,5.65,19.64,5.62,19.76,5.32,22.43,8.41,5.29,5.44,22.39,8.42,5.32,5.42,10002.5,49.69,10006.25,49.59,31545.74,55.6,31545.74,49.65,PASS,7/12/2024 1:25:04 PM
ZJ24030750010360RH6,5.69,19.68,5.62,19.76,5.31,22.43,8.42,5.32,5.46,22.39,8.43,5.3,5.43,10002.5,49.64,10005,49.64,31508.47,55.61,31508.47,49.67,PASS,7/12/2024 1:25:24 PM
ZJ24030750010362RH6,5.64,19.69,5.66,19.78,5.31,22.42,8.42,5.32,5.45,22.39,8.42,5.31,5.42,10002.5,49.61,10001.25,49.63,31533.31,55.97,31533.31,49.63,PASS,7/12/2024 1:25:44 PM
ZJ24030750010361RH6,5.64,19.7,5.62,19.76,5.33,22.43,8.41,5.31,5.45,22.41,8.41,5.32,5.43,10001.25,49.64,10003.75,49.61,31533.31,55.97,31533.31,48.36,PASS,7/12/2024 1:26:09 PM
ZJ24030750010355RH6,5.65,19.66,5.62,19.75,5.35,22.43,8.41,5.31,5.44,22.39,8.42,5.32,5.43,10003.75,49.61,10002.5,49.57,31608.06,55.59,31608.06,50.34,PASS,7/12/2024 1:26:27 PM
ZJ24030750010356RH6,5.65,19.7,5.62,19.78,5.32,22.43,8.41,5.32,5.47,22.39,8.42,5.32,5.43,10005,49.57,10001.25,49.57,31458.91,55.6,31458.91,49.47,PASS,7/12/2024 1:26:41 PM
ZJ24030750010357RH6,5.64,19.64,5.65,19.74,5.31,22.42,8.42,5.31,5.44,22.38,8.42,5.32,5.42,10005,49.59,10002.5,49.59,31508.47,55.57,31508.47,49.35,PASS,7/12/2024 1:26:57 PM
ZJ24030750010358RH6,5.68,19.68,5.62,19.76,5.34,22.42,8.41,5.32,5.45,22.39,8.43,5.32,5.43,9998.75,49.61,10002.5,49.64,31633.06,55.6,31633.06,51.01,PASS,7/12/2024 1:27:14 PM
ZJ24030750010367RH6,5.64,19.7,5.63,19.72,5.33,22.44,8.41,5.32,5.43,22.41,8.41,5.31,5.42,10002.5,49.65,10002.5,49.62,31558.19,55.58,31558.19,50.53,PASS,7/12/2024 1:27:32 PM
ZJ24030750010368RH6,5.68,19.68,5.62,19.68,5.31,22.42,8.41,5.31,5.45,22.39,8.42,5.3,5.43,10002.5,49.62,10003.75,49.58,31483.67,55.53,31496.06,49.96,PASS,7/12/2024 1:27:49 PM
ZJ24030750010369RH6,5.65,19.66,5.62,19.79,5.32,22.4,8.41,5.3,5.45,22.37,8.42,5.32,5.43,10002.5,49.57,10003.75,49.58,31583.1,55.59,31583.1,49.07,PASS,7/12/2024 1:28:07 PM
ZJ24030750010372RH6,5.67,19.68,5.62,19.78,5.33,22.43,8.41,5.32,5.44,22.39,8.42,5.33,5.41,10001.25,49.62,10002.5,49.57,31558.19,55.58,31558.19,50.02,PASS,7/12/2024 1:28:37 PM
ZJ24030750010363RH6,5.65,19.7,5.63,19.78,5.33,22.43,8.41,5.32,5.44,22.38,8.42,5.32,5.42,10005,49.64,10003.75,49.63,31520.88,55.95,31520.88,50.24,PASS,7/12/2024 1:28:55 PM
ZJ24030750010366RH6,5.67,19.65,5.65,19.71,5.34,22.42,8.41,5.32,5.46,22.39,8.42,5.32,5.41,10003.75,49.62,10002.5,49.55,31545.74,55.56,31545.74,50.63,PASS,7/12/2024 1:29:12 PM
ZJ24030750010365RH6,5.62,19.65,5.61,19.72,5.33,22.43,8.41,5.31,5.45,22.4,8.42,5.31,5.43,10005,49.65,10002.5,49.62,31583.1,55.98,31583.1,49.74,PASS,7/12/2024 1:29:32 PM
ZJ24030750010364RH6,5.65,19.72,5.63,19.76,5.32,22.44,8.41,5.32,5.44,22.39,8.42,5.31,5.43,10002.5,49.62,10003.75,49.57,31583.1,55.59,31583.1,50.45,PASS,7/12/2024 1:29:47 PM
ZJ24030750010347RH6,5.65,19.69,5.62,19.75,5.33,22.43,8.42,5.31,5.45,22.39,8.42,5.3,5.45,10003.75,49.58,10001.25,49.61,31496.06,55.59,31496.06,49.84,PASS,7/12/2024 1:30:18 PM
ZJ24030750010348RH6,5.65,19.68,5.62,19.72,5.35,22.43,8.42,5.33,5.46,22.38,8.42,5.31,5.44,10005,49.64,10002.5,49.57,31608.06,55.55,31608.06,49.55,PASS,7/12/2024 1:30:37 PM
ZJ24030750010351RH6,5.65,19.71,5.63,19.77,5.33,22.44,8.41,5.33,5.46,22.39,8.42,5.33,5.45,10002.5,49.65,10003.75,49.59,31633.06,55.6,31633.06,48.4,PASS,7/12/2024 1:31:05 PM
ZJ24030750010350RH6,5.64,19.71,5.63,19.71,5.35,22.41,8.41,5.32,5.45,22.39,8.43,5.31,5.44,10003.75,49.67,10001.25,49.62,31458.91,55.56,31458.91,50.73,PASS,7/12/2024 1:31:21 PM
ZJ24030750010349RH6,5.67,19.68,5.65,19.75,5.33,22.42,8.42,5.32,5.45,22.38,8.43,5.33,5.43,10001.25,49.62,10006.25,49.57,31508.47,55.57,31508.47,50.93,PASS,7/12/2024 1:31:39 PM
ZJ24030750010352RH6,5.65,19.67,5.62,19.78,5.34,22.43,8.41,5.31,5.45,22.39,8.42,5.32,5.43,10001.25,49.62,10003.75,49.66,31520.88,55.59,31520.88,49.84,PASS,7/12/2024 1:31:56 PM
ZJ24030750010353RH6,5.63,19.69,5.66,19.73,5.34,22.43,8.42,5.32,5.45,22.39,8.42,5.31,5.42,10005,49.62,10005,49.62,31496.06,55.55,31496.06,49.02,PASS,7/12/2024 1:32:13 PM
ZJ24030750010354RH6,5.64,19.69,5.62,19.74,5.32,22.42,8.42,5.33,5.44,22.39,8.43,5.31,5.43,10001.25,49.62,10002.5,49.57,31520.88,55.56,31520.88,50.51,PASS,7/12/2024 1:32:31 PM
ZJ24030750010337RH6,5.69,19.71,5.63,19.78,5.33,22.42,8.42,5.32,5.44,22.39,8.42,5.32,5.42,10002.5,49.62,9998.75,49.56,31545.74,55.56,31545.74,50.2,PASS,7/12/2024 1:32:52 PM
ZJ24030750010342RH6,5.64,19.67,5.66,19.77,5.32,22.43,8.42,5.31,5.45,22.38,8.42,5.32,5.41,10002.5,49.66,10003.75,49.61,31483.67,55.57,31483.67,51.28,PASS,7/12/2024 1:33:08 PM
ZJ24030750010341RH6,5.64,19.69,5.66,19.76,5.34,22.42,8.42,5.32,5.47,22.39,8.42,5.32,5.42,10002.5,49.6,10001.25,49.54,31533.31,55.58,31533.31,49.47,PASS,7/12/2024 1:33:36 PM
ZJ24030750010340RH6,5.64,19.64,5.65,19.77,5.31,22.43,8.42,5.3,5.45,22.39,8.41,5.31,5.42,10001.25,49.62,10002.5,49.65,31620.55,55.93,31620.55,48.81,PASS,7/12/2024 1:34:02 PM
ZJ24030750010346RH6,5.64,19.69,5.63,19.75,5.32,22.43,8.41,5.32,5.43,22.39,8.42,5.32,5.42,10002.5,49.66,10002.5,49.56,31533.31,55.58,31533.31,50.14,PASS,7/12/2024 1:34:20 PM
ZJ24030750010343RH6,5.64,19.68,5.67,19.78,5.32,22.43,8.42,5.31,5.45,22.39,8.41,5.33,5.42,10003.75,49.58,10003.75,49.62,31409.5,55.95,31409.5,50.14,PASS,7/12/2024 1:34:36 PM
ZJ24030750010344RH6,5.65,19.69,5.63,19.79,5.33,22.43,8.42,5.31,5.45,22.38,8.42,5.34,5.42,10006.25,49.57,10002.5,49.62,31520.88,55.59,31520.88,50.43,PASS,7/12/2024 1:34:52 PM
ZJ24030750010345RH6,5.63,19.68,5.67,19.75,5.31,22.43,8.41,5.31,5.45,22.39,8.42,5.32,5.42,10001.25,49.67,10002.5,49.6,31608.06,55.55,31608.06,49.35,PASS,7/12/2024 1:35:09 PM
ZJ24030750010334RH6,5.65,19.69,5.63,19.79,5.31,22.41,8.41,5.31,5.45,22.38,8.41,5.32,5.42,10002.5,49.6,10006.25,49.68,31533.31,55.58,31533.31,48.29,PASS,7/12/2024 1:35:28 PM
ZJ24030750010333RH6,5.68,19.71,5.63,19.75,5.32,22.42,8.41,5.32,5.46,22.39,8.42,5.31,5.43,10005,49.66,10006.25,49.66,31520.88,55.56,31520.88,50.79,PASS,7/12/2024 1:36:01 PM
ZJ24030750010339RH6,5.65,19.68,5.62,19.76,5.34,22.42,8.41,5.31,5.48,22.38,8.42,5.31,5.44,10005,49.6,10001.25,49.53,31558.19,55.98,31558.19,50.14,PASS,7/12/2024 1:36:21 PM
ZJ24030750010335RH6,5.64,19.6,5.62,19.75,5.33,22.42,8.41,5.3,5.46,22.39,8.42,5.32,5.44,10005,49.59,10003.75,49.58,31533.31,55.58,31533.31,49.27,PASS,7/12/2024 1:36:38 PM
ZJ24030750010332RH6,5.63,19.65,5.62,19.76,5.31,22.43,8.41,5.32,5.46,22.39,8.42,5.32,5.42,10003.75,49.62,10006.25,49.62,31533.31,55.97,31533.31,50.14,PASS,7/12/2024 1:36:55 PM
ZJ24030750010336RH6,5.65,19.7,5.62,19.73,5.33,22.42,8.4,5.31,5.43,22.36,8.42,5.31,5.44,10003.75,49.61,10005,49.67,31520.88,55.95,31520.88,49.65,PASS,7/12/2024 1:37:13 PM
ZJ24030750010338RH6,5.65,19.67,5.63,19.79,5.31,22.41,8.41,5.31,5.46,22.38,8.42,5.32,5.43,10002.5,49.64,10003.75,49.59,31533.31,55.58,31533.31,48.76,PASS,7/12/2024 1:37:30 PM
ZJ24030750010325RH6,5.68,19.65,5.66,19.73,5.32,22.42,8.42,5.31,5.47,22.37,8.43,5.32,5.42,10003.75,49.59,10002.5,49.55,31533.31,55.58,31533.31,51.12,PASS,7/12/2024 1:37:59 PM
ZJ24030750010328RH6,5.67,19.73,5.63,19.79,5.34,22.42,8.41,5.32,5.44,22.38,8.43,5.32,5.44,10003.75,49.68,10005,49.59,31583.1,55.94,31583.1,50.14,PASS,7/12/2024 1:39:22 PM
ZJ24030750010326RH6,5.67,19.7,5.65,19.77,5.32,22.42,8.41,5.32,5.43,22.39,8.42,5.32,5.42,10003.75,49.62,10005,49.65,31508.47,55.57,31508.47,50.53,PASS,7/12/2024 1:39:43 PM
ZJ24030750010327RH6,5.65,19.7,5.62,19.78,5.32,22.44,8.4,5.32,5.45,22.4,8.4,5.32,5.42,10003.75,49.63,10002.5,49.57,31434.18,55.6,31434.18,50.53,PASS,7/12/2024 1:40:00 PM
ZJ24030750010329RH6,5.65,19.67,5.62,19.78,5.32,22.43,8.4,5.32,5.47,22.39,8.41,5.32,5.43,10000,49.59,10003.75,49.63,31558.19,55.58,31558.19,50.26,PASS,7/12/2024 1:40:37 PM
ZJ24030750010330RH6,5.67,19.63,5.62,19.78,5.33,22.43,8.41,5.31,5.42,22.39,8.42,5.32,5.44,10003.75,49.59,10003.75,49.63,31483.67,55.57,31483.67,50.26,PASS,7/12/2024 1:40:59 PM
ZJ24030750010331RH6,5.66,19.68,5.63,19.77,5.34,22.42,8.4,5.33,5.45,22.38,8.42,5.31,5.43,10001.25,49.63,10003.75,49.59,31545.74,55.6,31545.74,50.83,PASS,7/12/2024 1:41:18 PM
ZJ24030750010274RH6,5.64,19.71,5.63,19.76,5.34,22.43,8.41,5.33,5.45,22.39,8.41,5.31,5.43,10002.5,49.61,10001.25,49.57,31533.31,55.58,31533.31,50.41,PASS,7/12/2024 1:48:57 PM
ZJ24030750010278RH6,5.67,19.69,5.62,19.79,5.32,22.42,8.41,5.33,5.45,22.36,8.42,5.32,5.45,10002.5,49.61,10003.75,49.58,31471.28,55.59,31471.28,50.24,PASS,7/12/2024 1:49:18 PM
ZJ24030750010282RH6,5.66,19.66,5.62,19.75,5.35,22.42,8.4,5.31,5.44,22.38,8.42,5.31,5.45,10005,49.65,10002.5,49.61,31570.64,55.56,31570.64,49.57,PASS,7/12/2024 1:49:37 PM
ZJ24030750010281RH6,5.64,19.67,5.63,19.78,5.35,22.43,8.41,5.31,5.45,22.39,8.42,5.32,5.43,10005,49.64,10005,49.61,31558.19,55.58,31558.19,49.94,PASS,7/12/2024 1:49:53 PM
